trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN6196F2435172:2023-10-09T00:43:50Z,15:42:00,15:56:00,StopPoint:OCETGV INOUI-87762906,4,,0,0,
OCESN6196F2435172:2023-10-09T00:43:50Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87686006,5,,1,0,
OCESN6196F2545657:2023-10-13T00:46:55Z,14:04:00,14:04:00,StopPoint:OCETGV INOUI-87765008,0,,0,1,
OCESN6196F2545657:2023-10-13T00:46:55Z,14:18:00,14:21:00,StopPoint:OCETGV INOUI-87765107,1,,0,0,
OCESN6196F2545657:2023-10-13T00:46:55Z,14:46:00,14:49:00,StopPoint:OCETGV INOUI-87764001,2,,0,0,
OCESN6196F2545657:2023-10-13T00:46:55Z,15:10:00,15:13:00,StopPoint:OCETGV INOUI-87761007,3,,0,0,
OCESN6196F2545657:2023-10-13T00:46:55Z,15:42:00,15:54:00,StopPoint:OCETGV INOUI-87762906,4,,0,0,
OCESN6196F2545657:2023-10-13T00:46:55Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87686006,5,,1,0,
OCESN6196F2695452:2023-10-12T00:48:35Z,14:04:00,14:04:00,StopPoint:OCETGV INOUI-87765008,0,,0,1,
OCESN6196F2695452:2023-10-12T00:48:35Z,14:18:00,14:21:00,StopPoint:OCETGV INOUI-87765107,1,,0,0,
OCESN6196F2695452:2023-10-12T00:48:35Z,14:46:00,14:49:00,StopPoint:OCETGV INOUI-87764001,2,,0,0,
OCESN6196F2695452:2023-10-12T00:48:35Z,15:10:00,15:13:00,StopPoint:OCETGV INOUI-87761007,3,,0,0,
OCESN6196F2695452:2023-10-12T00:48:35Z,15:42:00,15:54:00,StopPoint:OCETGV INOUI-87762906,4,,0,0,
OCESN6196F2695452:2023-10-12T00:48:35Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87686006,5,,1,0,
OCESN6196F2695453:2023-10-12T00:48:35Z,14:04:00,14:04:00,StopPoint:OCETGV INOUI-87765008,0,,0,1,
OCESN6196F2695453:2023-10-12T00:48:35Z,14:18:00,14:21:00,StopPoint:OCETGV INOUI-87765107,1,,0,0,
OCESN6196F2695453:2023-10-12T00:48:35Z,14:46:00,14:49:00,StopPoint:OCETGV INOUI-87764001,2,,0,0,
OCESN6196F2695453:2023-10-12T00:48:35Z,15:10:00,15:13:00,StopPoint:OCETGV INOUI-87761007,3,,0,0,
OCESN6196F2695453:2023-10-12T00:48:35Z,15:42:00,15:56:00,StopPoint:OCETGV INOUI-87762906,4,,0,0,
OCESN6196F2695453:2023-10-12T00:48:35Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87686006,5,,1,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87753004,0,,0,1,
OCESN6198F2199460:2023-10-09T00:43:50Z,17:33:00,17:36:00,StopPoint:OCETGV INOUI-87753657,1,,0,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,18:00:00,18:04:00,StopPoint:OCETGV INOUI-87765008,2,,0,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,18:18:00,18:21:00,StopPoint:OCETGV INOUI-87765107,3,,0,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,18:46:00,18:49:00,StopPoint:OCETGV INOUI-87764001,4,,0,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87761007,5,,0,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,19:43:00,19:54:00,StopPoint:OCETGV INOUI-87762906,6,,0,0,
OCESN6198F2199460:2023-10-09T00:43:50Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87753004,0,,0,1,
OCESN6198F2373496:2023-10-09T00:43:50Z,17:33:00,17:36:00,StopPoint:OCETGV INOUI-87753657,1,,0,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,18:00:00,18:04:00,StopPoint:OCETGV INOUI-87765008,2,,0,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,18:18:00,18:21:00,StopPoint:OCETGV INOUI-87765107,3,,0,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,18:46:00,18:49:00,StopPoint:OCETGV INOUI-87764001,4,,0,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87761007,5,,0,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,19:43:00,19:54:00,StopPoint:OCETGV INOUI-87762906,6,,0,0,
OCESN6198F2373496:2023-10-09T00:43:50Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87753004,0,,0,1,
OCESN6198F2604184:2023-10-13T00:46:55Z,17:33:00,17:36:00,StopPoint:OCETGV INOUI-87753657,1,,0,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,18:00:00,18:04:00,StopPoint:OCETGV INOUI-87765008,2,,0,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,18:18:00,18:21:00,StopPoint:OCETGV INOUI-87765107,3,,0,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,18:46:00,18:49:00,StopPoint:OCETGV INOUI-87764001,4,,0,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87761007,5,,0,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,19:43:00,19:54:00,StopPoint:OCETGV INOUI-87762906,6,,0,0,
OCESN6198F2604184:2023-10-13T00:46:55Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87753004,0,,0,1,
OCESN6198F2660287:2023-10-09T00:43:50Z,17:33:00,17:36:00,StopPoint:OCETGV INOUI-87753657,1,,0,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,18:00:00,18:04:00,StopPoint:OCETGV INOUI-87765008,2,,0,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,18:18:00,18:21:00,StopPoint:OCETGV INOUI-87765107,3,,0,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,18:46:00,18:49:00,StopPoint:OCETGV INOUI-87764001,4,,0,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87761007,5,,0,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,19:43:00,19:54:00,StopPoint:OCETGV INOUI-87762906,6,,0,0,
OCESN6198F2660287:2023-10-09T00:43:50Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87753004,0,,0,1,
OCESN6198F2692869:2023-10-12T00:48:35Z,17:33:00,17:36:00,StopPoint:OCETGV INOUI-87753657,1,,0,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,18:00:00,18:04:00,StopPoint:OCETGV INOUI-87765008,2,,0,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,18:18:00,18:21:00,StopPoint:OCETGV INOUI-87765107,3,,0,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,18:46:00,18:49:00,StopPoint:OCETGV INOUI-87764001,4,,0,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87761007,5,,0,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,19:43:00,19:54:00,StopPoint:OCETGV INOUI-87762906,6,,0,0,
OCESN6198F2692869:2023-10-12T00:48:35Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87753004,0,,0,1,
OCESN6198F2692870:2023-10-12T00:48:35Z,17:33:00,17:36:00,StopPoint:OCETGV INOUI-87753657,1,,0,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,18:00:00,18:04:00,StopPoint:OCETGV INOUI-87765008,2,,0,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,18:18:00,18:21:00,StopPoint:OCETGV INOUI-87765107,3,,0,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,18:46:00,18:49:00,StopPoint:OCETGV INOUI-87764001,4,,0,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87761007,5,,0,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,19:43:00,19:54:00,StopPoint:OCETGV INOUI-87762906,6,,0,0,
OCESN6198F2692870:2023-10-12T00:48:35Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6200F1959742:2023-08-29T11:49:37Z,05:50:00,05:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6200F1959742:2023-08-29T11:49:37Z,06:15:00,06:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6200F1959742:2023-08-29T11:49:37Z,07:02:00,07:05:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6200F1959742:2023-08-29T11:49:37Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6200F2073358:2023-10-13T00:46:55Z,05:50:00,05:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6200F2073358:2023-10-13T00:46:55Z,06:15:00,06:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6200F2073358:2023-10-13T00:46:55Z,07:02:00,07:05:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6200F2073358:2023-10-13T00:46:55Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6200F2380259:2023-08-29T11:49:37Z,05:50:00,05:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6200F2380259:2023-08-29T11:49:37Z,06:15:00,06:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6200F2380259:2023-08-29T11:49:37Z,07:04:00,07:07:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6200F2380259:2023-08-29T11:49:37Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6200F2695456:2023-10-12T00:48:35Z,05:50:00,05:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6200F2695456:2023-10-12T00:48:35Z,06:15:00,06:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6200F2695456:2023-10-12T00:48:35Z,07:02:00,07:05:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6200F2695456:2023-10-12T00:48:35Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,07:02:00,07:02:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2228340:2023-10-12T00:48:35Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2228340:2023-10-12T00:48:35Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2239966:2023-10-09T00:43:50Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6202F2239966:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6202F2239966:2023-10-09T00:43:50Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6202F2239966:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2261566:2023-08-29T11:49:37Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,09:15:00,09:18:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,10:00:00,10:03:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2261566:2023-08-29T11:49:37Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2264574:2023-08-29T11:49:37Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,09:15:00,09:18:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,10:00:00,10:03:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2264574:2023-08-29T11:49:37Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2347337:2023-08-29T11:49:37Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,09:15:00,09:18:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,10:00:00,10:03:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2347337:2023-08-29T11:49:37Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2347338:2023-10-09T00:43:50Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,10:03:00,10:06:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2347338:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,07:03:00,07:03:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2369733:2023-08-29T11:49:37Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,08:10:00,08:13:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,08:26:00,08:29:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,08:46:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,09:15:00,09:18:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,10:00:00,10:03:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2369733:2023-08-29T11:49:37Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2389448:2023-10-09T00:43:50Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6202F2389448:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6202F2389448:2023-10-09T00:43:50Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6202F2389448:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6202F2397890:2023-10-09T00:43:50Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6202F2397890:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6202F2397890:2023-10-09T00:43:50Z,10:03:00,10:06:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6202F2397890:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2398110:2023-10-09T00:43:50Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2398110:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2604346:2023-10-09T00:43:50Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2604346:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2604347:2023-10-09T00:43:50Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2604347:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,07:04:00,07:04:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2622439:2023-10-09T00:43:50Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2622439:2023-10-09T00:43:50Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,07:02:00,07:02:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2695457:2023-10-12T00:48:35Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2695457:2023-10-12T00:48:35Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,07:02:00,07:02:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6202F2695458:2023-10-12T00:48:35Z,07:39:00,07:42:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,07:55:00,07:58:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,08:08:00,08:11:00,StopPoint:OCETGV INOUI-87781278,3,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,08:24:00,08:27:00,StopPoint:OCETGV INOUI-87773200,4,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,08:43:00,08:50:00,StopPoint:OCETGV INOUI-87773002,5,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,09:15:00,09:19:00,StopPoint:OCETGV INOUI-87775007,6,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,10:02:00,10:05:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN6202F2695458:2023-10-12T00:48:35Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87686006,8,,1,0,
OCESN6206F2084857:2023-10-12T00:48:35Z,15:50:00,15:50:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6206F2084857:2023-10-12T00:48:35Z,16:15:00,16:19:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6206F2084857:2023-10-12T00:48:35Z,17:01:00,17:04:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6206F2084857:2023-10-12T00:48:35Z,19:18:00,19:18:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6206F2192825:2023-08-29T11:49:37Z,14:02:00,14:02:00,StopPoint:OCETGV INOUI-87784009,0,,0,1,
OCESN6206F2192825:2023-08-29T11:49:37Z,14:38:00,14:41:00,StopPoint:OCETGV INOUI-87781104,1,,0,0,
OCESN6206F2192825:2023-08-29T11:49:37Z,14:54:00,14:57:00,StopPoint:OCETGV INOUI-87781005,2,,0,0,
