trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN12213F1304079:2023-08-29T11:49:37Z,19:06:00,19:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12213F1304079:2023-08-29T11:49:37Z,21:15:00,21:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12213F2323578:2023-10-09T00:43:50Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12213F2323578:2023-10-09T00:43:50Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12213F2323578:2023-10-09T00:43:50Z,22:22:00,22:25:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12213F2323578:2023-10-09T00:43:50Z,23:02:00,23:05:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12213F2323578:2023-10-09T00:43:50Z,23:31:00,23:31:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12213F2410837:2023-10-10T00:42:10Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12213F2410837:2023-10-10T00:42:10Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12244F2546867:2023-10-13T00:46:55Z,18:46:00,18:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12244F2546867:2023-10-13T00:46:55Z,20:47:00,20:50:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12244F2546867:2023-10-13T00:46:55Z,20:58:00,20:58:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12246F1317210:2023-08-29T11:49:37Z,19:37:00,19:37:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12246F1317210:2023-08-29T11:49:37Z,21:45:00,21:45:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12246F1317902:2023-08-29T11:49:37Z,19:37:00,19:37:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12246F1317902:2023-08-29T11:49:37Z,21:49:00,21:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12246F2337395:2023-10-09T00:43:50Z,19:37:00,19:37:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12246F2337395:2023-10-09T00:43:50Z,21:45:00,21:45:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F2406669:2023-10-13T00:46:55Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F2406669:2023-10-13T00:46:55Z,10:55:00,10:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F2693997:2023-10-12T00:48:35Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F2693997:2023-10-12T00:48:35Z,10:55:00,10:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12251F2322624:2023-10-09T00:43:50Z,07:03:00,07:03:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12251F2322624:2023-10-09T00:43:50Z,09:14:00,09:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12251F2410891:2023-10-09T00:43:50Z,07:03:00,07:03:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12251F2410891:2023-10-09T00:43:50Z,09:14:00,09:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12252F1719016:2023-10-10T00:42:10Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F1719016:2023-10-10T00:42:10Z,11:54:00,11:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F2000889:2023-09-04T00:36:08Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F2000889:2023-09-04T00:36:08Z,11:54:00,11:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F1971837:2023-10-09T00:43:50Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F1971837:2023-10-09T00:43:50Z,12:56:00,12:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2234436:2023-10-13T00:46:55Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2234436:2023-10-13T00:46:55Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2346076:2023-10-09T00:43:50Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2346076:2023-10-09T00:43:50Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2402840:2023-10-09T00:43:50Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2402840:2023-10-09T00:43:50Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2433372:2023-10-09T00:43:50Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2433372:2023-10-09T00:43:50Z,12:56:00,12:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2694518:2023-10-12T00:48:35Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2694518:2023-10-12T00:48:35Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12255F2261541:2023-09-04T00:36:08Z,11:05:00,11:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F2261541:2023-09-04T00:36:08Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12255F2298956:2023-10-13T00:46:55Z,11:05:00,11:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F2298956:2023-10-13T00:46:55Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12256F2000933:2023-09-04T00:36:08Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F2000933:2023-09-04T00:36:08Z,22:58:00,22:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12256F2204053:2023-10-10T00:42:10Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F2204053:2023-10-10T00:42:10Z,22:59:00,22:59:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2372324:2023-10-09T00:43:50Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2372324:2023-10-09T00:43:50Z,15:56:00,15:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2409674:2023-10-09T00:43:50Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2409674:2023-10-09T00:43:50Z,15:56:00,15:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2547989:2023-10-13T00:46:55Z,13:45:00,13:45:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2547989:2023-10-13T00:46:55Z,15:56:00,15:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12259F1922225:2023-10-12T00:48:35Z,12:05:00,12:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F1922225:2023-10-12T00:48:35Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2176809:2023-10-13T00:46:55Z,12:08:00,12:08:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2176809:2023-10-13T00:46:55Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2313311:2023-09-04T00:36:08Z,12:07:00,12:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2313311:2023-09-04T00:36:08Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2320588:2023-10-09T00:43:50Z,12:05:00,12:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2320588:2023-10-09T00:43:50Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2693987:2023-10-12T00:48:35Z,12:05:00,12:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2693987:2023-10-12T00:48:35Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12260F2411716:2023-10-10T00:42:10Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2411716:2023-10-10T00:42:10Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2411716:2023-10-10T00:42:10Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2413773:2023-10-09T00:43:50Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2413773:2023-10-09T00:43:50Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2413773:2023-10-09T00:43:50Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2413774:2023-10-13T00:46:55Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2413774:2023-10-13T00:46:55Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2413774:2023-10-13T00:46:55Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2546901:2023-10-09T00:43:50Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2546901:2023-10-09T00:43:50Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2546901:2023-10-09T00:43:50Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2632356:2023-10-09T00:43:50Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2632356:2023-10-09T00:43:50Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2632356:2023-10-09T00:43:50Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2632357:2023-10-09T00:43:50Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2632357:2023-10-09T00:43:50Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2632357:2023-10-09T00:43:50Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2693986:2023-10-12T00:48:35Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2693986:2023-10-12T00:48:35Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2693986:2023-10-12T00:48:35Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12261F2567969:2023-10-12T00:48:35Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2567969:2023-10-12T00:48:35Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2567970:2023-10-09T00:43:50Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2567970:2023-10-09T00:43:50Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2567971:2023-09-04T00:36:08Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2567971:2023-09-04T00:36:08Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2567972:2023-10-09T00:43:50Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2567972:2023-10-09T00:43:50Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2693946:2023-10-12T00:48:35Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2693946:2023-10-12T00:48:35Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2320412:2023-10-09T00:43:50Z,16:05:00,16:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2320412:2023-10-09T00:43:50Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2349677:2023-10-13T00:46:55Z,16:05:00,16:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2349677:2023-10-13T00:46:55Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2410939:2023-09-04T00:36:08Z,16:05:00,16:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2410939:2023-09-04T00:36:08Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12264F1912400:2023-09-04T00:36:08Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F1912400:2023-09-04T00:36:08Z,14:18:00,14:18:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12264F2168198:2023-10-09T00:43:50Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F2168198:2023-10-09T00:43:50Z,14:22:00,14:22:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12265F2313056:2023-09-04T00:36:08Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2313056:2023-09-04T00:36:08Z,14:09:00,14:12:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2313056:2023-09-04T00:36:08Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2547304:2023-10-13T00:46:55Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2547304:2023-10-13T00:46:55Z,14:09:00,14:12:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2547304:2023-10-13T00:46:55Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2547305:2023-09-04T00:36:08Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2547305:2023-09-04T00:36:08Z,14:09:00,14:12:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2547305:2023-09-04T00:36:08Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2567536:2023-09-04T00:36:08Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2567536:2023-09-04T00:36:08Z,14:09:00,14:12:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2567536:2023-09-04T00:36:08Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12266F2227708:2023-09-04T00:36:08Z,17:45:00,17:45:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F2227708:2023-09-04T00:36:08Z,19:54:00,19:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F2567967:2023-10-09T00:43:50Z,17:45:00,17:45:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F2567967:2023-10-09T00:43:50Z,20:00:00,20:00:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F2567968:2023-10-10T00:42:10Z,17:45:00,17:45:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F2567968:2023-10-10T00:42:10Z,20:00:00,20:00:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12267F1658385:2023-10-12T00:48:35Z,17:06:00,17:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F1658385:2023-10-12T00:48:35Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F1965092:2023-10-09T00:43:50Z,17:06:00,17:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F1965092:2023-10-09T00:43:50Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F2179144:2023-10-13T00:46:55Z,17:06:00,17:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F2179144:2023-10-13T00:46:55Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F2695389:2023-10-12T00:48:35Z,17:06:00,17:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F2695389:2023-10-12T00:48:35Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12268F2411089:2023-10-10T00:42:10Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F2411089:2023-10-10T00:42:10Z,14:55:00,14:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F2567786:2023-10-09T00:43:50Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F2567786:2023-10-09T00:43:50Z,14:55:00,14:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F2607514:2023-10-12T00:48:35Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F2607514:2023-10-12T00:48:35Z,14:54:00,14:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F2694070:2023-10-12T00:48:35Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F2694070:2023-10-12T00:48:35Z,14:54:00,14:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F1799671:2023-10-13T00:46:55Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F1799671:2023-10-13T00:46:55Z,21:55:00,21:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F2694081:2023-10-12T00:48:35Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F2694081:2023-10-12T00:48:35Z,21:55:00,21:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12271F2322869:2023-10-12T00:48:35Z,18:42:00,18:42:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2322869:2023-10-12T00:48:35Z,20:51:00,20:51:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2402823:2023-10-12T00:48:35Z,18:42:00,18:42:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2402823:2023-10-12T00:48:35Z,20:51:00,20:51:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2402928:2023-10-13T00:46:55Z,18:42:00,18:42:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2402928:2023-10-13T00:46:55Z,20:51:00,20:51:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2548050:2023-09-04T00:36:08Z,18:42:00,18:42:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2548050:2023-09-04T00:36:08Z,20:51:00,20:51:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2548051:2023-09-04T00:36:08Z,18:42:00,18:42:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2548051:2023-09-04T00:36:08Z,20:51:00,20:51:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2239703:2023-10-12T00:48:35Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2239703:2023-10-12T00:48:35Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2245645:2023-10-13T00:46:55Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2245645:2023-10-13T00:46:55Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2605322:2023-10-12T00:48:35Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2605322:2023-10-12T00:48:35Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12274F1375767:2023-10-09T00:43:50Z,17:08:00,17:08:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12274F1375767:2023-10-09T00:43:50Z,19:14:00,19:17:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12274F1375767:2023-10-09T00:43:50Z,19:26:00,19:26:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12274F1986324:2023-10-09T00:43:50Z,17:08:00,17:08:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12274F1986324:2023-10-09T00:43:50Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12274F1986324:2023-10-09T00:43:50Z,19:22:00,19:22:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12274F2411014:2023-10-09T00:43:50Z,17:08:00,17:08:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12274F2411014:2023-10-09T00:43:50Z,19:13:00,19:16:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12274F2411014:2023-10-09T00:43:50Z,19:25:00,19:25:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12276F2586037:2023-10-13T00:46:55Z,06:46:00,06:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12276F2586037:2023-10-13T00:46:55Z,08:57:00,08:57:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12289F2203976:2023-09-05T00:35:10Z,16:52:00,16:52:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12289F2203976:2023-09-05T00:35:10Z,18:26:00,18:26:00,StopPoint:OCETGV INOUI-87575001,1,,1,0,
OCESN12289F2312822:2023-10-10T00:42:10Z,16:52:00,16:52:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12289F2312822:2023-10-10T00:42:10Z,18:12:00,18:15:00,StopPoint:OCETGV INOUI-87575142,1,,0,0,
OCESN12289F2312822:2023-10-10T00:42:10Z,18:36:00,18:36:00,StopPoint:OCETGV INOUI-87575001,2,,1,0,
OCESN12289F2320386:2023-10-09T00:43:50Z,16:52:00,16:52:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12289F2320386:2023-10-09T00:43:50Z,18:26:00,18:26:00,StopPoint:OCETGV INOUI-87575001,1,,1,0,
OCESN12295F2262583:2023-10-10T00:42:10Z,19:19:00,19:19:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12295F2262583:2023-10-10T00:42:10Z,20:19:00,20:23:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN12295F2262583:2023-10-10T00:42:10Z,20:55:00,20:55:00,StopPoint:OCETGV INOUI-87575001,2,,1,0,
OCESN12297F2548045:2023-10-10T00:42:10Z,21:48:00,21:48:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12297F2548045:2023-10-10T00:42:10Z,22:45:00,22:49:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN12297F2548045:2023-10-10T00:42:10Z,23:20:00,23:20:00,StopPoint:OCETGV INOUI-87575001,2,,1,0,
OCESN2050F2243940:2023-10-13T00:46:55Z,07:19:00,07:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2050F2243940:2023-10-13T00:46:55Z,07:56:00,07:59:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2050F2243940:2023-10-13T00:46:55Z,09:30:00,09:30:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2050F2470133:2023-10-13T00:46:55Z,07:20:00,07:20:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2050F2470133:2023-10-13T00:46:55Z,07:56:00,07:59:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2050F2470133:2023-10-13T00:46:55Z,09:35:00,09:35:00,StopPoint:OCETGV INOUI-87271007,2,,1,0,
OCESN2051F2391370:2023-10-13T00:46:55Z,12:40:00,12:40:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2051F2391370:2023-10-13T00:46:55Z,13:57:00,14:00:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2051F2391370:2023-10-13T00:46:55Z,14:37:00,14:37:00,StopPoint:OCETGV INOUI-87212027,2,,1,0,
OCESN2054F2685205:2023-10-13T00:46:55Z,06:40:00,06:40:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2054F2685205:2023-10-13T00:46:55Z,07:30:00,07:33:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2054F2685205:2023-10-13T00:46:55Z,08:38:00,08:38:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2058F2542735:2023-10-13T00:46:55Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2058F2542735:2023-10-13T00:46:55Z,16:38:00,16:38:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F2685478:2023-10-13T00:46:55Z,18:56:00,18:56:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F2685478:2023-10-13T00:46:55Z,20:44:00,20:44:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F2689440:2023-10-13T00:46:55Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F2689440:2023-10-13T00:46:55Z,20:59:00,20:59:00,StopPoint:OCETGV INOUI-87271007,1,,1,0,
OCESN2060F2689465:2023-10-13T00:46:55Z,18:56:00,18:56:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F2689465:2023-10-13T00:46:55Z,21:01:00,21:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2061F1778271:2023-10-13T00:46:55Z,17:22:00,17:22:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F1778271:2023-10-13T00:46:55Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F1884175:2023-10-13T00:46:55Z,17:22:00,17:22:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F1884175:2023-10-13T00:46:55Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F2610877:2023-10-13T00:46:55Z,17:22:00,17:22:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F2610877:2023-10-13T00:46:55Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
